"","都道府県名","所在地","標高","水源種別","利用目的","井戸深度","採水標高","気温","水温","湧出量","水質(外観臭味)","pH","toukei","hokui"
"205","広島県","豊田郡本郷町大字南方",NA,"不明","温泉・鉱泉",NA,NA,32.6,17.8,"28.8",NA,6.3,132.953333333333,34.3905555555556
"206","広島県","広島市山根町1212",NA,"不明","温泉・鉱泉",NA,NA,30,18.5,"34.6",NA,6.3,132.4825,34.4058333333333
"207","広島県","甲奴郡甲奴町",NA,"不明","温泉・鉱泉",NA,NA,30,19,"25.9",NA,8,133.078055555556,34.7027777777778
"208","広島県","山県郡戸河内町字宮里山",NA,"不明","温泉・鉱泉",NA,NA,21.6,15.2,"8.6",NA,7.6,132.215,34.5961111111111
"209","広島県","佐伯郡吉和村391-3",NA,"不明","温泉・鉱泉",NA,NA,22,20.8,"38.9",NA,7.9,132.118333333333,34.4675
"210","広島県","佐伯郡大野町鯛の原675-1",NA,"不明","温泉・鉱泉",NA,NA,15.1,17,"23.9",NA,6.2,132.285,34.2936111111111
"211","鳥取県","三朝郡大字三朝字梁瀬３０２－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,70,NA,NA,6.9,133.896111111111,35.4094444444444
"212","鳥取県","三朝郡大字三朝字梁瀬１５１",NA,"湧泉","温泉・鉱泉",NA,NA,NA,69,NA,NA,6.9,133.896111111111,35.4094444444444
"213","鳥取県","三朝郡大字三朝字下河原３０９",NA,"湧泉","温泉・鉱泉",NA,NA,NA,69,NA,NA,7,133.896111111111,35.4094444444444
"214","鳥取県","三朝郡大字山田字梁瀬１７４",NA,"湧泉","温泉・鉱泉",NA,NA,NA,53.8,NA,NA,7,133.896111111111,35.4094444444444
"215","鳥取県","三朝郡大字山田字梁瀬１５８－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,65,NA,NA,6.8,133.896111111111,35.4094444444444
"216","鳥取県","三朝郡大字三朝村通８５０",NA,"湧泉","温泉・鉱泉",NA,NA,NA,60,NA,NA,7.2,133.896111111111,35.4094444444444
"217","鳥取県","三朝郡大字三朝字半畑９４３",NA,"湧泉","温泉・鉱泉",NA,NA,NA,69,NA,NA,7,133.896111111111,35.4094444444444
"218","鳥取県","三朝郡大字三朝字半畑９４３",NA,"湧泉","温泉・鉱泉",NA,NA,NA,64,NA,NA,7,133.896111111111,35.4094444444444
"219","鳥取県","三朝郡大字三朝村通８５１",NA,"湧泉","温泉・鉱泉",NA,NA,NA,73,NA,NA,7,133.896111111111,35.4094444444444
"220","鳥取県","三朝郡大字三朝村通８５６",NA,"湧泉","温泉・鉱泉",NA,NA,NA,60,NA,NA,7,133.896111111111,35.4094444444444
"221","鳥取県","三朝郡大字山田字梁瀬１６２－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,50,NA,NA,6.6,133.896111111111,35.4094444444444
"222","鳥取県","三朝郡大字山田字土平下１８６",NA,"湧泉","温泉・鉱泉",NA,NA,NA,52.5,NA,NA,6.9,133.896111111111,35.4094444444444
"223","鳥取県","三朝郡大字山田字土平下１８９－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,50,NA,NA,6.9,133.896111111111,35.4094444444444
"224","鳥取県","三朝郡大字山田字梁瀬１５５－１",NA,"湧泉","温泉・鉱泉",NA,NA,NA,52,NA,NA,6.7,133.896111111111,35.4094444444444
"225","鳥取県","三朝郡大字山田字市が坪１４１－５",NA,"湧泉","温泉・鉱泉",NA,NA,NA,62,NA,NA,6.6,133.896111111111,35.4094444444444
"226","鳥取県","三朝郡大字山田字石湯１４－３",NA,"湧泉","温泉・鉱泉",NA,NA,NA,64,NA,NA,6.4,133.896111111111,35.4094444444444
"227","鳥取県","三朝郡大字山田字中島６８６－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,45,NA,NA,7.1,133.896111111111,35.4094444444444
"228","鳥取県","三朝郡大字山田字中島",NA,"湧泉","温泉・鉱泉",NA,NA,NA,36,NA,NA,7.5,133.896111111111,35.4094444444444
"229","鳥取県","三朝郡大字山田字土手下１９７－１",NA,"湧泉","温泉・鉱泉",NA,NA,NA,60,NA,NA,6.8,133.896111111111,35.4094444444444
"230","鳥取県","三朝郡大字山田字土手下１７７",NA,"湧泉","温泉・鉱泉",NA,NA,NA,52.5,NA,NA,6.7,133.896111111111,35.4094444444444
"231","鳥取県","三朝郡大字三朝湯谷口２８７－３",NA,"湧泉","温泉・鉱泉",NA,NA,NA,50,NA,NA,7.4,133.896111111111,35.4094444444444
"232","鳥取県","三朝郡大字三朝字半畑８９９－１",NA,"湧泉","温泉・鉱泉",NA,NA,NA,50,NA,NA,6.9,133.896111111111,35.4094444444444
"233","鳥取県","三朝郡大字三朝字半畑９４１",NA,"湧泉","温泉・鉱泉",NA,NA,NA,46.5,NA,NA,7.2,133.896111111111,35.4094444444444
"234","鳥取県","三朝郡大字三朝字森７８７－４",NA,"湧泉","温泉・鉱泉",NA,NA,NA,48,NA,NA,7.1,133.896111111111,35.4094444444444
"235","鳥取県","三朝郡大字三朝字外谷３６５－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,53.5,NA,NA,7.3,133.896111111111,35.4094444444444
"236","鳥取県","三朝郡大字三朝村通８８９",NA,"湧泉","温泉・鉱泉",NA,NA,NA,68,NA,NA,6.9,133.896111111111,35.4094444444444
"237","鳥取県","三朝郡大字三朝村通８８７",NA,"湧泉","温泉・鉱泉",NA,NA,NA,65,NA,NA,6.9,133.896111111111,35.4094444444444
"238","鳥取県","三朝郡大字三朝字半畑９３４－１",NA,"湧泉","温泉・鉱泉",NA,NA,NA,64,NA,NA,7.3,133.896111111111,35.4094444444444
"239","鳥取県","三朝郡大字三朝塚田９４５",NA,"湧泉","温泉・鉱泉",NA,NA,NA,51.5,NA,NA,7,133.896111111111,35.4094444444444
"240","鳥取県","三朝郡大字三朝塚田９４９",NA,"湧泉","温泉・鉱泉",NA,NA,NA,53,NA,NA,7.1,133.896111111111,35.4094444444444
"241","鳥取県","三朝郡大字三朝村通８９０",NA,"湧泉","温泉・鉱泉",NA,NA,NA,59,NA,NA,7.1,133.896111111111,35.4094444444444
"242","鳥取県","三朝郡大字三朝字半畑９３０",NA,"湧泉","温泉・鉱泉",NA,NA,NA,56,NA,NA,7,133.896111111111,35.4094444444444
"243","鳥取県","三朝郡大字三朝字半畑９３８",NA,"湧泉","温泉・鉱泉",NA,NA,NA,64,NA,NA,7.1,133.896111111111,35.4094444444444
"244","鳥取県","三朝郡大字三朝字半畑９８９－３",NA,"湧泉","温泉・鉱泉",NA,NA,NA,62,NA,NA,7.1,133.896111111111,35.4094444444444
"245","鳥取県","三朝郡大字三朝字塚田９５１",NA,"湧泉","温泉・鉱泉",NA,NA,NA,50,NA,NA,7,133.896111111111,35.4094444444444
"246","鳥取県","三朝郡大字三朝字半畑８９３－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,67.5,NA,NA,7.1,133.896111111111,35.4094444444444
"247","鳥取県","三朝郡大字三朝字半畑９３２－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,50,NA,NA,7.3,133.896111111111,35.4094444444444
"248","鳥取県","三朝郡大字三朝字半畑８９１－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,63,NA,NA,7.3,133.896111111111,35.4094444444444
"249","鳥取県","三朝郡大字三朝村通８８４",NA,"湧泉","温泉・鉱泉",NA,NA,NA,52,NA,NA,6.9,133.896111111111,35.4094444444444
"250","鳥取県","三朝郡大字三朝村通８４２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,64.5,NA,NA,7.1,133.896111111111,35.4094444444444
"251","鳥取県","三朝郡大字三朝村通８６１",NA,"湧泉","温泉・鉱泉",NA,NA,NA,51.5,NA,NA,7.1,133.896111111111,35.4094444444444
"252","鳥取県","三朝郡大字三朝株湯６３５－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,45,NA,NA,7.1,133.896111111111,35.4094444444444
"253","鳥取県","三朝郡大字三朝字半畑",NA,"湧泉","温泉・鉱泉",NA,NA,NA,59,NA,NA,7.5,133.896111111111,35.4094444444444
"254","鳥取県","三朝郡大字三朝字梁瀬１４８－２",NA,"湧泉","温泉・鉱泉",NA,NA,NA,53,NA,NA,6.3,133.896111111111,35.4094444444444
"255","鳥取県","三朝郡大字横手中松",NA,"湧泉","温泉・鉱泉",NA,NA,NA,14,NA,NA,6.6,133.896111111111,35.4094444444444
"256","鳥取県","三朝郡大字鎌田",NA,"湧泉","温泉・鉱泉",NA,NA,NA,14,NA,NA,6.4,133.896111111111,35.4094444444444
"257","鳥取県","三朝郡大字若宮",NA,"湧泉","温泉・鉱泉",NA,NA,NA,15.5,NA,NA,6.4,133.896111111111,35.4094444444444
"258","鳥取県","三朝郡大字片紫",NA,"湧泉","温泉・鉱泉",NA,NA,NA,12.3,NA,NA,6.5,133.896111111111,35.4094444444444
"259","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,85,"44.5",NA,7,133.896111111111,35.4094444444444
"260","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42,"84.0",NA,6.2,133.896111111111,35.4094444444444
"261","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,65,"10.5",NA,6.4,133.896111111111,35.4094444444444
"262","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,44,"10.1",NA,6.6,133.896111111111,35.4094444444444
"263","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,61,"29.4",NA,6.6,133.896111111111,35.4094444444444
"264","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,58,NA,NA,6.9,133.896111111111,35.4094444444444
"265","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,62,"21.3",NA,7,133.896111111111,35.4094444444444
"266","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,71.5,NA,NA,7,133.896111111111,35.4094444444444
"267","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,64,NA,NA,7,133.896111111111,35.4094444444444
"268","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,49,NA,NA,7,133.896111111111,35.4094444444444
"269","鳥取県","三朝郡",NA,"湧泉","温泉・鉱泉",NA,NA,NA,14.6,NA,NA,6.6,133.896111111111,35.4094444444444
"270","鳥取県","三朝郡大字山田",NA,"井戸","温泉・鉱泉",NA,NA,NA,24,NA,NA,6.8,133.896111111111,35.4094444444444
"271","鳥取県","三朝郡大字片紫",NA,"井戸","温泉・鉱泉",NA,NA,NA,13,NA,NA,6.2,133.896111111111,35.4094444444444
"272","鳥取県","三朝郡大字坂本",NA,"井戸","温泉・鉱泉",NA,NA,NA,12.1,NA,NA,5.8,133.896111111111,35.4094444444444
"273","鳥取県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,50,NA,NA,6.4,133.896111111111,35.4094444444444
"274","鳥取県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,51,NA,NA,7.9,134.366666666667,35.55
"275","鳥取県","鷺の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,38.5,NA,NA,6.5,133.897222222222,35.4111111111111
"276","鳥取県","煙草屋浴場",NA,"不明","温泉・鉱泉",NA,NA,NA,42.4,NA,NA,6.55,133.897222222222,35.4111111111111
"277","鳥取県","山田区共同湯",NA,"不明","温泉・鉱泉",NA,NA,NA,42,NA,NA,6.42,133.897222222222,35.4111111111111
"278","鳥取県","ひすいの湯（たつのや）",NA,"不明","温泉・鉱泉",NA,NA,NA,67.5,NA,NA,6.42,133.897222222222,35.4111111111111
"279","鳥取県","石湯",NA,"不明","温泉・鉱泉",NA,NA,NA,44.3,NA,NA,7.8,133.897222222222,35.4111111111111
"280","鳥取県","温研飲泉",NA,"不明","温泉・鉱泉",NA,NA,NA,51.8,NA,NA,6.99,133.897222222222,35.4111111111111
"281","鳥取県","温研男子浴場",NA,"不明","温泉・鉱泉",NA,NA,NA,52.5,NA,NA,6.9,133.897222222222,35.4111111111111
"282","鳥取県","温清楼",NA,"不明","温泉・鉱泉",NA,NA,NA,49,NA,NA,7.95,133.766666666667,35.3611111111111
"283","鳥取県","鳥飼",NA,"不明","温泉・鉱泉",NA,NA,NA,38.7,NA,NA,7.5,133.766666666667,35.3611111111111
"284","鳥取県","亀屋",NA,"不明","温泉・鉱泉",NA,NA,NA,56,NA,NA,7.55,133.888888888889,35.475
"285","鳥取県","寿の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,66.1,NA,NA,7.38,133.902777777778,35.4666666666667
"286","鳥取県","大橋中の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,48.2,NA,NA,6.75,133.897222222222,35.4111111111111
"287","鳥取県","大橋下の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,48.8,NA,NA,6.65,133.897222222222,35.4111111111111
"288","鳥取県","大橋上の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,46,NA,NA,7.4,133.897222222222,35.4111111111111
"289","鳥取県","一陽荘Ａ",NA,"不明","温泉・鉱泉",NA,NA,NA,46,NA,NA,6.7,133.897222222222,35.4111111111111
"290","鳥取県","一陽荘Ｂ",NA,"不明","温泉・鉱泉",NA,NA,NA,48,NA,NA,6.42,133.897222222222,35.4111111111111
"291","鳥取県","岡山大温研男子浴場",NA,"不明","温泉・鉱泉",NA,NA,NA,42.5,NA,NA,7.55,133.897222222222,35.4111111111111
"292","鳥取県","温研分室女子浴室",NA,"不明","温泉・鉱泉",NA,NA,NA,34.1,NA,NA,7.45,133.897222222222,35.4111111111111
"293","鳥取県","熱気浴室",NA,"不明","温泉・鉱泉",NA,NA,NA,48,NA,NA,7.38,133.897222222222,35.4111111111111
"294","鳥取県","温研分室熱気室１",NA,"不明","温泉・鉱泉",NA,NA,NA,46.2,NA,NA,7.4,133.897222222222,35.4111111111111
"295","鳥取県","温研分室熱気室２",NA,"不明","温泉・鉱泉",NA,NA,NA,46.2,NA,NA,7.4,133.897222222222,35.4111111111111
"296","鳥取県","西藤館鳳おうの湯",NA,"不明","温泉・鉱泉",NA,NA,NA,43.3,NA,NA,7.15,133.897222222222,35.4111111111111
"297","鳥取県","西藤館飲泉",NA,"不明","温泉・鉱泉",NA,NA,NA,52.4,NA,NA,6.98,133.897222222222,35.4111111111111
"298","鳥取県","御船氏宅",NA,"不明","温泉・鉱泉",NA,NA,NA,47.5,NA,NA,7,133.897222222222,35.4111111111111
"299","鳥取県","中島（共同湯）",NA,"不明","温泉・鉱泉",NA,NA,NA,48,NA,NA,7.7,133.897222222222,35.4111111111111
"300","鳥取県","川原の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,62.5,NA,NA,6.98,133.897222222222,35.4111111111111
"301","鳥取県","木屋旅館",NA,"不明","温泉・鉱泉",NA,NA,NA,63.5,NA,NA,7,133.897222222222,35.4111111111111
"302","鳥取県","花屋",NA,"不明","温泉・鉱泉",NA,NA,NA,46,NA,NA,6.86,133.897222222222,35.4111111111111
"303","鳥取県","ひすいの湯",NA,"不明","温泉・鉱泉",NA,NA,26,51,NA,NA,7.1,133.897222222222,35.4111111111111
"304","鳥取県","たばこ屋",NA,"不明","温泉・鉱泉",NA,NA,29.1,54.8,NA,NA,6.8,133.897222222222,35.4111111111111
"305","鳥取県","油湯旅館　男湯",NA,"不明","温泉・鉱泉",NA,NA,27.5,44.2,NA,NA,7.6,133.897222222222,35.4111111111111
"306","鳥取県","湖上温泉",NA,"不明","温泉・鉱泉",NA,NA,NA,67.1,NA,NA,7,133.888888888889,35.475
"307","鳥取県","忘湖楼",NA,"不明","温泉・鉱泉",NA,NA,31,62.2,NA,NA,6.7,133.888888888889,35.475
"308","鳥取県","診療所の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,61.4,NA,NA,7,133.902777777778,35.4666666666667
"309","鳥取県","沢タク管理の湯",NA,"不明","温泉・鉱泉",NA,NA,26.5,43,NA,NA,6.9,133.902777777778,35.4666666666667
"310","富山県","立山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,47,NA,NA,8.2,137.6375,36.8758333333333
"311","富山県","立山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,82,NA,NA,8,137.635,36.7797222222222
"312","富山県","立山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,88.1,NA,NA,5.6,137.680833333333,36.6972222222222
"313","富山県","立山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,95,NA,NA,5.6,137.680833333333,36.6972222222222
"314","富山県","立山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,46,NA,NA,6.6,137.553611111111,36.5441666666667
"315","富山県","立山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,69,NA,NA,6.8,137.553611111111,36.5441666666667
"316","富山県","立山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,91,NA,NA,7.6,137.553611111111,36.5441666666667
"317","富山県","立山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,84,NA,NA,2.4,137.600555555556,36.5797222222222
"318","富山県","立山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,71,NA,NA,2.4,137.600555555556,36.5797222222222
"319","富山県","立山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,89,NA,NA,2,137.600555555556,36.5797222222222
"320","富山県","黒部川上流",NA,"湧泉","温泉・鉱泉",NA,NA,NA,98,NA,NA,8.6,137.635,36.7797222222222
"321","富山県","黒部川上流",NA,"湧泉","温泉・鉱泉",NA,NA,NA,89,NA,NA,7.4,137.641666666667,36.7833333333333
"322","富山県","黒部川上流",NA,"湧泉","温泉・鉱泉",NA,NA,NA,41,NA,NA,8,137.649444444444,36.725
"323","富山県","黒部川上流",NA,"湧泉","温泉・鉱泉",NA,NA,NA,52,NA,NA,7.2,137.685277777778,36.6877777777778
"324","富山県","黒部川上流",NA,"湧泉","温泉・鉱泉",NA,NA,NA,96,NA,NA,9,137.680833333333,36.6972222222222
"325","富山県","黒部川上流",NA,"湧泉","温泉・鉱泉",NA,NA,NA,96,NA,NA,8.4,137.696388888889,36.6413888888889
"326","岐阜県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,48,NA,NA,7.7,137.575833333333,36.2808333333333
"327","岐阜県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,94,NA,NA,8.1,137.569444444444,36.2638888888889
"328","岐阜県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,43,NA,NA,7.7,137.569444444444,36.2638888888889
"329","岐阜県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,88,NA,NA,7.5,137.575833333333,36.2627777777778
"330","岐阜県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,95.5,NA,NA,8.5,137.575833333333,36.2627777777778
"331","岐阜県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,92,NA,NA,8.8,137.535833333333,36.2247222222222
"332","岐阜県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,96.5,NA,NA,9.1,137.535833333333,36.2247222222222
"333","岐阜県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,68,NA,NA,7.7,137.541666666667,36.2138888888889
"334","岐阜県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,68,NA,NA,7.6,137.558055555556,36.1847222222222
"335","岐阜県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,66.5,NA,NA,7.8,137.558055555556,36.1847222222222
"336","岐阜県","白山地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,88,NA,NA,7,136.913055555556,36.1702777777778
"337","岐阜県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42,NA,NA,6.4,137.453611111111,35.9147222222222
"338","岐阜県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,48,NA,NA,6.2,137.453611111111,35.9147222222222
"339","岐阜県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42,NA,NA,6.4,137.453611111111,35.9147222222222
"340","岐阜県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,47,NA,NA,6.2,137.453611111111,35.9147222222222
"341","岐阜県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42,NA,NA,6.6,137.453611111111,35.9147222222222
"342","岐阜県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,45,NA,NA,6.8,137.453611111111,35.9147222222222
"343","岐阜県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,12.8,NA,NA,6.2,137.316388888889,35.9038888888889
"344","岐阜県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,10.4,NA,NA,7.8,137.409166666667,35.7463888888889
"345","岐阜県","乗鞍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,78,NA,NA,5.8,137.575833333333,36.2627777777778
"346","岐阜県","乗鞍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,83,NA,NA,7.4,137.575833333333,36.2627777777778
"347","岐阜県","乗鞍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,92,NA,NA,7.8,137.575833333333,36.2627777777778
"348","岐阜県","乗鞍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,27,NA,NA,6.2,137.558055555556,36.1847222222222
"349","岐阜県","乗鞍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,85,NA,NA,7.6,137.558055555556,36.1847222222222
"350","岐阜県","小西源泉",NA,"井戸","温泉・鉱泉",NA,NA,NA,51.3,NA,NA,9.2,137.245555555556,35.8116666666667
"351","岐阜県","水明４号",NA,"井戸","温泉・鉱泉",NA,NA,NA,58.8,NA,NA,9.2,137.245555555556,35.8116666666667
"352","岐阜県","水明５号",NA,"井戸","温泉・鉱泉",NA,NA,NA,44.3,NA,NA,9.3,137.245555555556,35.8116666666667
"353","岐阜県","済藤西尾線",NA,"井戸","温泉・鉱泉",NA,NA,NA,60.9,NA,NA,9.2,137.245555555556,35.8116666666667
"354","岐阜県","小川屋７号",NA,"井戸","温泉・鉱泉",NA,NA,NA,77.1,NA,NA,8.8,137.245555555556,35.8116666666667
"355","岐阜県","共有２号",NA,"井戸","温泉・鉱泉",NA,NA,NA,81.4,NA,NA,8.8,137.245555555556,35.8116666666667
"356","岐阜県","温泉会社１８号",NA,"井戸","温泉・鉱泉",NA,NA,NA,53.7,NA,NA,9.2,137.245555555556,35.8116666666667
"357","愛知県","豊川市平尾町",NA,"湧泉","温泉・鉱泉",NA,NA,29.8,20.5,"52.0",NA,5.4,137.350833333333,34.6758333333333
"358","愛知県","豊川市平尾町",NA,"湧泉","温泉・鉱泉",NA,NA,24.8,14.8,"10.5",NA,5.6,137.350833333333,34.6758333333333
"359","愛知県","豊川市御油町東沢16-1",NA,"湧泉","温泉・鉱泉",NA,NA,12.7,17.8,"1.6",NA,5.7,137.350833333333,34.6758333333333
"360","愛知県","南設楽郡鳳来町",NA,"井戸","温泉・鉱泉","210.0",NA,7.2,24.2,"100.0",NA,7.9,137.618333333333,34.9638888888889
"361","愛知県","西加茂郡小原村平畑275",NA,"湧泉","温泉・鉱泉",NA,NA,6.8,17.8,"13.6",NA,9.4,137.325555555556,35.2572222222222
"362","愛知県","西加茂郡猿投町加納大角豆洞31",NA,"湧泉","温泉・鉱泉",NA,NA,34,24.4,"3.9",NA,5.8,137.170277777778,35.1502777777778
"363","愛知県","東加茂郡旭村",NA,"湧泉","温泉・鉱泉",NA,NA,29,19,"14.5",NA,9.6,137.337777777778,35.2119444444444
"364","愛知県","常滑市坂井字西側",NA,"井戸","温泉・鉱泉","100.6",NA,17.4,19.2,"500.0",NA,6.8,136.870555555556,34.8136111111111
"365","愛知県","海部郡蟹江町大字西之森字下山",NA,"井戸","温泉・鉱泉","1097.0",NA,31,52,"700.0","無色澄明",7.8,136.780555555556,35.1305555555556
